"","age","I_30250","I_30400","I_30550","I_40250","I_40400","I_40550","I_50250","I_50400","I_50550","interception","Ckat_Tracing","Ckat_aiming","Ckat_Tracking","Open","Closed","Attainment_Maths"
"233",9.941136208,3,2,1,3,2,2,5,2,3,23,1.506786685,1.2896,10.806409,1.003827,1.051866,6
"234",9.995893224,4,5,6,4,4,6,5,3,3,40,1.349721855,1.6766,11.5441385,0.646586,1.020234,7
"235",10.2477755,3,3,0,3,3,4,5,2,2,25,1.08743612,1.3786,12.266956,1.468929,1.127308,10
"236",10.31622177,2,2,1,0,2,5,4,3,4,23,1.277972522,1.266,9.541239,1.104771,0.573714,8
"237",9.839835729,3,3,5,3,4,1,5,5,2,31,0.962140244,1.3042,10.5094805,2.080974,0.583544,9
"238",10.44490075,3,3,3,4,1,3,4,3,2,26,1.069180978,1.2714,15.8263095,5.348813,3.512198,8
"239",10.15742642,5,2,3,4,5,1,5,6,1,32,1.085503778,1.2856,12.400804,2.195847,4.002822,8
"240",10.30800821,6,5,2,3,4,2,6,3,3,34,1.058614598,1.5498,12.5131435,1.04802,0.571273,10
"241",9.834360027,3,3,2,3,3,2,5,4,4,29,1.325130145,1.6872,11.27375,3.982007,4.654593,9
"242",10.00958248,2,0,0,0,2,3,4,4,3,18,1.153500806,2.1626,12.966439,4.429842,3.176406,9
"243",9.552361396,4,5,5,5,4,3,6,4,6,42,1.234945262,1.2866,7.6857105,1.964885,4.049555,9
"244",9.908281999,3,2,4,5,6,4,6,5,3,38,1.211796501,1.3042,56.0938655,20.407257,6.124592,8
"245",10.34086242,6,5,1,5,3,3,5,2,4,34,1.524629784,1.3608,22.462513,30.00062,14.908567,7
"246",10.43394935,3,3,3,3,5,3,5,4,3,32,1.291544221,1.4974,8.2742125,4.876984,6.127639,9
"247",10.0862423,3,1,4,3,2,2,6,3,4,28,0.978692745,1.4454,10.1813845,15.829435,0.880286,8
"248",10.12457221,3,3,1,0,4,3,6,4,1,25,1.129135103,1.2406,10.629633,2.396058,5.432661,8
"249",9.56605065,4,2,0,4,3,1,3,4,6,27,1.103599873,1.5874,14.3427105,39.096321,13.434857,8
"250",10.275154,3,2,3,5,4,5,6,3,4,35,1.007518649,1.2202,8.6720125,2.71907,2.64067,10
"251",10.15742642,1,1,0,1,1,1,4,1,2,12,1.681739181,1.7682,31.948426,2.809778,4.307388,4
"252",10.10540726,4,4,3,5,5,2,4,3,5,35,1.278854681,1.185,8.8714245,23.619943,7.08035,9
"253",10.03969884,5,5,2,5,4,3,6,5,5,40,1.43192955,1.5428,38.412078,2.143943,1.372545,10
"254",10.16290212,4,5,4,3,3,5,5,5,2,36,1.660975826,1.4202,9.507756,11.586935,5.278393,11
"255",9.765913758,4,3,3,5,4,3,6,4,1,33,0.850448099,1.7268,14.061847,1.67158,0.645615,9
"256",10.19028063,2,3,3,3,4,3,5,5,4,32,1.814536463,1.3658,11.585795,3.095769,3.898216,7
"257",10.43942505,5,6,2,4,6,6,6,6,5,46,1.313309391,1.7254,9.5988005,1.902513,10.783531,8
"258",9.902806297,4,6,3,1,2,3,5,4,3,31,1.559970689,1.4976,23.421883,21.966385,16.238472,8
"259",10.39288159,3,2,3,2,2,3,2,2,2,21,1.15949427,1.4734,9.501057,3.90676,3.21874,10
"260",10.67214237,6,5,2,5,5,4,5,4,4,40,0.807943273,1.265,10.161884,1.472635,1.29887,13
"261",11.50171116,6,3,3,5,3,4,6,4,5,39,0.869674348,1.4786,10.465909,23.615236,1.600834,11
"262",10.75975359,5,4,4,3,3,3,5,6,4,37,1.02830523,1.21,10.517571,7.625515,7.064563,10
"263",10.84736482,5,2,4,4,4,4,6,5,4,38,1.093215422,1.3954,10.943179,6.66736,1.579558,11
"264",11.28542094,4,4,5,2,4,4,6,5,4,38,0.934007165,1.5256,11.99796,0.859327,1.075892,13
"265",10.84188912,0,5,2,4,4,4,4,3,1,27,0.868746919,1.6574,8.0235895,1.043342,2.675795,10
"266",10.66940452,4,3,4,5,6,3,5,6,5,41,3.201863824,1.6464,13.819762,7.169786,6.532347,8
"267",10.770705,2,3,3,3,5,4,6,3,5,34,1.231447977,1.4532,12.776401,2.015191,1.391774,5
"268",10.770705,5,1,3,4,4,3,6,3,4,33,0.868709089,1.1368,10.041888,0.465856,1.051898,10
"269",11.20876112,2,3,2,2,3,4,3,2,4,25,1.383727193,1.447,31.089236,0.556543,1.750838,7
"270",10.92676249,2,6,4,5,3,5,6,6,5,42,1.467122601,1.3494,16.059142,3.210033,5.308593,12
"271",10.67488022,3,2,3,3,6,3,4,6,5,35,1.391693651,1.2736,7.5525815,4.002299,1.282694,12
"272",11.33470226,3,3,1,4,3,3,5,5,1,28,1.07801623,1.4506,9.2530395,3.230019,3.088866,12
"273",11.28542094,4,2,2,5,4,2,4,6,4,33,0.980387649,1.382,10.914866,6.782323,1.927094,9
"274",11.38672142,3,3,3,3,5,4,6,3,5,35,0.850314533,1.1244,18.7070385,2.169722,4.272076,10
"275",11.17043121,6,6,1,3,4,3,5,5,4,37,1.815260034,1.8222,15.20604,1.121084,1.68461,9
"276",11.10198494,3,6,4,4,5,2,4,6,4,38,1.064351889,2.0082,9.308042,9.559024,9.34321,10
"277",10.76796715,1,2,2,4,2,3,5,3,4,26,1.209232133,1.4296,12.977798,8.880731,1.438695,8
"278",11.34017796,2,3,2,3,3,2,5,2,3,25,1.377671167,1.6128,11.2881055,10.338328,7.047354,7
"279",10.65023956,4,4,2,4,3,6,4,4,5,36,1.114785427,1.2074,15.9964045,3.436816,1.478284,7
"280",10.73785079,3,2,2,3,4,4,4,4,1,27,1.853115118,1.2618,12.2408805,1.704862,4.607907,8
"281",10.67761807,3,1,2,5,3,5,2,3,2,26,3.204793744,1.948,15.2232305,15.036206,13.415288,7
"282",11.49075975,3,1,2,5,5,4,4,5,2,31,0.997674927,1.2794,11.4273215,1.483559,1.460941,8
"283",11.42505133,0,0,0,0,0,0,0,0,2,2,0.966230546,1.4544,11.20561,1.559546,0.996013,9
"284",11.21697467,5,6,4,4,6,6,6,6,6,49,1.315426671,1.2856,10.396683,29.756379,51.001205,14
"285",11.15126626,5,4,2,5,6,4,5,5,5,41,1.131435991,1.4362,16.576814,2.874552,8.902884,7
"286",10.76249144,5,5,3,3,4,2,5,4,4,35,1.175633111,1.296,7.030057,1.008201,0.350204,8
"287",11.01163587,1,0,0,1,0,0,0,0,1,3,0.901823784,1.2736,6.9341735,0.561458,0.912202,10
"288",11.04996578,5,3,4,4,4,4,6,5,4,39,1.010291506,1.233,7.890293,5.801596,3.275838,13
"289",11.23887748,2,3,2,2,3,4,3,5,2,26,1.105297539,1.3782,11.375792,2.279169,6.151891,11
"290",10.79534565,4,3,4,2,4,4,4,4,6,35,1.448221285,1.4458,9.800745,47.276985,2.936853,8
"291",10.83915127,3,3,0,5,6,3,6,6,2,34,1.004727508,1.374,12.5950905,2.22694,5.510256,11
"292",10.75975359,3,4,1,5,5,2,3,5,2,30,1.209367717,1.6226,9.1046965,2.091967,1.660959,7
"293",10.70773443,5,2,2,5,3,2,6,4,2,31,1.067243675,1.7484,21.5147805,1.807247,2.204755,6
"294",10.9705681,4,5,5,5,5,4,6,5,6,45,1.177702357,1.4592,10.25826,2.68881,4.76669,9
"295",11.04175222,5,2,3,4,5,6,6,4,4,39,1.21637718,1.413,16.7839595,10.115532,36.651763,7
"296",11.42505133,2,2,2,0,2,2,4,2,4,20,1.181143487,1.4116,16.8687275,2.812833,1.282598,9
"297",10.6146475,2,3,1,1,3,1,6,4,4,25,1.430536874,1.7584,12.2431305,1.912135,2.940968,7
"298",11.36208077,2,4,3,2,3,3,5,4,4,30,1.460118018,1.7416,9.6973445,1.012466,2.651492,7
"299",11.31827515,3,3,4,5,5,3,4,5,6,38,1.234252806,2.2262,17.6062385,3.564831,3.392205,7
"300",10.58179329,6,4,2,5,4,3,5,4,3,36,1.132936033,1.2864,14.0055365,0.58781,1.358283,4
"301",10.74332649,5,5,3,4,4,3,6,5,5,40,1.113415511,1.424,9.3886885,44.77883,20.586699,11
"302",10.52703628,4,4,6,5,6,3,6,6,6,46,0.95260303,1.6212,8.8036825,5.887375,1.902186,11
"303",10.92402464,4,2,4,4,4,3,4,4,2,31,0.910251504,1.555,10.2191565,1.650921,2.133138,10
"304",10.52429843,1,0,0,0,2,2,0,1,1,7,0.883283815,1.129,12.4801205,2.437849,1.060651,7
